,Operador_Padronizado,Classificacao_da_Ocorrencia,Data_da_Ocorrencia,Municipio,UF,Regiao,Descricao_do_Tipo,Historico,Matricula,Categoria_da_Aeronave,Operador,Tipo_de_Ocorrencia,Fase_da_Operacao,Operacao,Danos_a_Aeronave,Lesoes_Fatais_Tripulantes,Lesoes_Fatais_Passageiros,Lesoes_Fatais_Terceiros,Lesoes_Graves_Tripulantes,Lesoes_Graves_Passageiros,Lesoes_Graves_Terceiros,Lesoes_Leves_Tripulantes,Lesoes_Leves_Passageiros,Lesoes_Leves_Terceiros,Ilesos_Tripulantes,Ilesos_Passageiros,Lesoes_Desconhecidas_Tripulantes,Lesoes_Desconhecidas_Passageiros,Lesoes_Desconhecidas_Terceiros,Modelo,Numero_de_Assentos,Nome_do_Fabricante,Coordenadas
10969,AVIANCA AIRLINES,Incidente,27/04/2022,RIO DE JANEIRO,RJ,Sudeste,INCURSÃO EM PISTA,"A aeronave N776AV, efetuando o voo de número 260 da Avianca Airlines, decolou do Aeroporto Antônio Carlos Jobim (SBGL), Rio de Janeiro, RJ, com destino ao Aeroporto Internacional El Dorado (SKBO), Bogotá, Colômbia. Durante o táxi para a cabeceira 15 de SBGL, a aeronave ingressou na pista sem que fosse autorizada para isso. Consequentemente, a aeronave LV-GVA, que efetuava o voo de número 1260 da Aerolineas Argentinas, em aproximação para aquela pista, arremeteu.",N776AV,Estrangeira,AVIANCA AIRLINES,RI,Decolagem,Voo Regular,Nenhum,,,,,,,,,,,,,,,,,,"-22,81 -43,2506"
10970,AEROLINEAS ARGENTINAS,Incidente,27/04/2022,RIO DE JANEIRO,RJ,Sudeste,INCURSÃO EM PISTA,"A aeronave N776AV, efetuando o voo de número 260 da Avianca Airlines, decolou do Aeroporto Antônio Carlos Jobim (SBGL), Rio de Janeiro, RJ, com destino ao Aeroporto Internacional El Dorado (SKBO), Bogotá, Colômbia. Durante o táxi para a cabeceira 15 de SBGL, a aeronave ingressou na pista sem que fosse autorizada para isso. Consequentemente, a aeronave LV-GVA, que efetuava o voo de número 1260 da Aerolineas Argentinas, em aproximação para aquela pista, arremeteu.",LVGVA,Estrangeira,AEROLINEAS ARGENTINAS,RI,Aproximação,Voo Regular,Nenhum,,,,,,,,,,,,,,,,,,"-22,81 -43,2506"
10972,AZUL CONECTA LTDA,Incidente,08/06/2022,SERRA TALHADA,PE,Nordeste,OPERAÇÕES NO SOLO,"A aeronave decolou do Aeródromo Gilberto Freyre (SBRF), Recife, PE, com destino ao Aeródromo Santa Magalhães (SNHS), Serra Talhada, PE, com 02 (dois) tripulantes e 07 (sete) passageiros a bordo, a fim de realizar transporte aéreo público regular. Durante o pouso, verificou-se que a aeronave estava com o suporte de cauda acoplado. Não houve maiores intercorrências.",PPITY,TPR,AZUL CONECTA LTDA,RAMP,Pouso,Voo Regular,Nenhum,,,,,,,,,,2.0,7.0,,,,208B,11.0,CESSNA AIRCRAFT,"-8,06139 -38,3286"
10973,RODOLFO DE GRANDE FRANÇA,Incidente Grave,07/06/2022,ILICÍNEA,MG,Sudeste,COLISÃO COM AVE,"A aeronave decolou do Aeródromo Mogi-mirim (SDMJ), Mogi-mirim, SP, aproximadamente, às 12h00min (UTC), com destino ao Aeródromo Bom Despacho (SNGQ), Bom Despacho, MG, para um voo privado, com um piloto e um passageiro a bordo. Durante a fase de cruzeiro, no FL 075, a aeronave colidiu contra uma ave não identificada. Houve danos na Hélice e o piloto prosseguiu para pouso na Rodovia MG 265, sem potência.",PUZOD,PET,RODOLFO DE GRANDE FRANÇA,BIRD,Cruzeiro,Voo Privado,Leve,,,,,,,,,,1.0,1.0,,,,CH 601 XL,2.0,ROBERTO BRITO,"-20,9672 -45,8019"
10974,RODOLFO DE GRANDE FRANÇA,Incidente Grave,07/06/2022,ILICÍNEA,MG,Sudeste,OUTROS,"A aeronave decolou do Aeródromo Mogi-mirim (SDMJ), Mogi-mirim, SP, aproximadamente, às 12h00min (UTC), com destino ao Aeródromo Bom Despacho (SNGQ), Bom Despacho, MG, para um voo privado, com um piloto e um passageiro a bordo. Durante a fase de cruzeiro, no FL 075, a aeronave colidiu contra uma ave não identificada. Houve danos na Hélice e o piloto prosseguiu para pouso na Rodovia MG 265, sem potência.",PUZOD,PET,RODOLFO DE GRANDE FRANÇA,OTHR,Cruzeiro,Voo Privado,Leve,,,,,,,,,,1.0,1.0,,,,CH 601 XL,2.0,ROBERTO BRITO,"-20,9672 -45,8019"
10975,AEROCLUBE DE BRASILIA,Ocorrência Anormal,08/06/2022,LUZIÂNIA,GO,Centro-Oeste,FOGO/FUMAÇA,"A aeronave encontrava-se em serviço de manutenção no Hangar do Aeroclube de Brasília, em SWUZ, Aeroporto Brigadeiro Araripe Macedo, no município de Luziânia, GO, quando iniciou um incêndio no tanque de combustível esquerdo. O fogo foi contido pelos mecânicos.",PTNUG,PRI,AEROCLUBE DE BRASILIA,F-NI,Estacionamento,Voo Privado,Leve,,,,,,,,,,,,,,,EMB-711B,4.0,NEIVA,"-16,2594 -47,9669"
10976,ADAMI S.A MADEIRAS,Incidente,10/06/2022,SÃO PAULO,SP,Sudeste,COLISÃO COM AVE,"A aeronave decolou do Aeródromo Bacacheri, Curitiba, PR (SBBI), com destino aoAeródromo Campo de Marte, São Paulo, SP (SBMT), a fim de realizar um voo de transporte de pessoal, com dois pilotos e quatro passageiros a bordo. Durante o pouso foi observado pela TWR que houve a colisão com um pássaro no motor esquerdo.",PPJAN,TPP,ADAMI S.A MADEIRAS,BIRD,Pouso,Voo Privado,Nenhum,,,,,,,,,,2.0,4.0,,,,PA-34-220T,6.0,PIPER AIRCRAFT,"-23,5067 -46,6339"
10977,AEROCLUBE DE IBITINGA,Incidente Grave,11/06/2022,IBITINGA,SP,Sudeste,PERDA DE CONTROLE NO SOLO,"A aeronave decolou do Aeródromo de Ibitinga (SDIG), Ibitinga, SP, a fim de realizar um voo local de instrução, com um instrutor e um aluno a bordo. Durante treinamento de toque e arremetida, a aeronave saiu pela direita da pista, vindo a tocar a ponta da asa esquerda com o solo.",PTWHU,PRI,AEROCLUBE DE IBITINGA,LOC-G,Corrida após pouso,Voo de Instrução,Leve,,,,,,,,,,2.0,,,,,170B,4.0,CESSNA AIRCRAFT,"-21,7472 -48,8558"
10978,AEROCLUBE DE IBITINGA,Incidente Grave,11/06/2022,IBITINGA,SP,Sudeste,EXCURSÃO DE PISTA,"A aeronave decolou do Aeródromo de Ibitinga (SDIG), Ibitinga, SP, a fim de realizar um voo local de instrução, com um instrutor e um aluno a bordo. Durante treinamento de toque e arremetida, a aeronave saiu pela direita da pista, vindo a tocar a ponta da asa esquerda com o solo.",PTWHU,PRI,AEROCLUBE DE IBITINGA,RE,Corrida após pouso,Voo de Instrução,Leve,,,,,,,,,,2.0,,,,,170B,4.0,CESSNA AIRCRAFT,"-21,7472 -48,8558"
10981,TAM,Incidente,06/03/2022,GUARULHOS,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,"A aeronave decolou do Aeroporto Governador André Franco Montoro (SBGR), Guarulhos, SP, as 10h30min (UTC), com destino ao Aeroporto El Dorado (SKBO), Bogotá, Colômbia, com 06 (seis) tripulantes e 134 (cento e trinta e quatro) passageiros à bordo, a fim de realizar transporte aéreo público regular. Durante a fase de subida, a tripulação observou a mensagem de baixa pressão do óleo do motor, seguido de um ruído oriundo do motor direito. Após execução de procedimentos previstos, a aeronave retornou para o Aeroporto de Guarulhos, onde o pouso ocorreu sem maiores intercorrências.",PRTYI,TPR,TAM LINHAS AEREAS S.A,SCF-PP,Subida,Voo Regular,Nenhum,,,,,,,,,,6.0,134.0,,,,A320-214,172.0,AIRBUS S.A.S.,"-23,4356 -46,4786"
10988,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,Incidente,29/01/2022,BELÉM,PA,Norte,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do Aeroporto Val de Cans-Júlio Cezar Ribeiro (SBBE), Belém, PA, com destino ao Aeroporto de Altamira (SBHT), Altamira, PA, a fim de realizar transporte aéreo público regular, com seis tripulantes e cento e dezesseis passageiros a bordo.Durante o voo de cruzeiro, a aeronave apresentou uma mensagem de falha do sistema de frenagem. A tripulação efetuou os procedimentos previstos no QRH e o voo retornou para o aeródromo de origem.",PRYYJ,TPR,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,SCF-NP,Cruzeiro,Voo Regular,Nenhum,,,,,,,,,,6.0,116.0,,,,A320-251N,173.0,AIRBUS S.A.S.,"-1,38472 -48,4789"
10989,TOTAL,Incidente,07/03/2022,MANAUS,AM,Norte,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do Aeroporto Governador Franco Montoro (SBGR), Guarulhos, SP, com destino ao Aeroporto Eduardo Gomes (SBEG), Manaus, AM, com 02 (dois) tripulantes a bordo, a fim de realizar transporte de carga. Próximo ao Aeroporto Eduardo Gomes, a tripulação observou o acendimento da luz de alarme de fogo no porão traseiro. Após a execução dos procedimentos previstos, a luz apagou e o alarme cessou. A aeronave efetuou o pouso sem maiores problemas.",PSTLA,TPR,TOTAL LINHAS AEREAS S.A,SCF-NP,Cruzeiro,Voo Regular,Nenhum,,,,,,,,,,2.0,,,,,737-45D,7.0,BOEING COMPANY,"-3,04111 -60,0506"
10990,CELIO CORREIA,Incidente,10/03/2022,RIBEIRÃO PRETO,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do Aeródromo Leite Lopes (SBRP), Ribeirão Preto, SP, com destino ao Aeródromo Gurupi (SWGI), Gurupi, TO, para um voo privado com um tripulante à bordo. Após a decolagem a aeronave retornou ao aeródromo de origem, devido a uma pane no alternador.",PPYGO,TPP,CELIO CORREIA,SCF-NP,Subida,Voo Privado,Nenhum,,,,,,,,,,1.0,,,,,T210N,6.0,CESSNA AIRCRAFT,"-21,1364 -47,7767"
10991,COMERCIAL CARAPA DE SECOS E MOLHADOS LTDA,Incidente,10/03/2022,JUNDIAÍ,SP,Sudeste,COLISÃO COM AVE,"A aeronave decolou do Aeródromo Comandante Rolim Adolfo Amaro (SBJD), Jundiaí, SP, com destino ao Aeródromo de Três Lagoas (SBTG), Três Lagoas, MS, por volta das 17h00min (UTC), a fim de efetuar um voo de translado com um tripulante à bordo. Durante o voo a aeronave colidiu com um urubu. A aeronave retornou ao aeródromo de origem e o pouso foi realizado sem intercorrências.",PRKAC,TPP,COMERCIAL CARAPA DE SECOS E MOLHADOS LTDA,BIRD,Cruzeiro,Voo Privado,Leve,,,,,,,,,,1.0,,,,,58,6.0,BEECH AIRCRAFT,"-23,1817 -46,9436"
10992,MRTV AVIACAO EXECUTIVA SPE LTDA,Incidente,10/03/2022,PORTO BELO,SC,Sul,COLISÃO NO SOLO,"A aeronave realizou taxiamento no aeródromo Costa Esmeralda (SDEN), município de Porto Belo, SC, a fim de verificar a performance dos motores após manutenção, com um piloto a bordo.Por volta das 14h50min (UTC), a aeronave colidiu contra um buraco devido obras que estavam sendo realizadas na taxiway de deslocamento.",PRNCO,TPP,MRTV AVIACAO EXECUTIVA SPE LTDA,GCOL,Táxi,Voo Privado,Leve,,,,,,,,,,1.0,,,,,PA-34-220T,6.0,PIPER AIRCRAFT,"-27,1667 -48,6217"
10993,BCP SERVIÇOS AUXILIARES DE TRANSPORTE AÉREO LTDA,Incidente,10/03/2022,PORTO BELO,SC,Sul,CONTATO ANORMAL COM A PISTA,"A aeronave decolou do aeródromo Costa Esmeralda (SDEN), no município de Porto Belo, SC, com destino ao aeródromo Sementes Beé (SWJH), no município de Tapejara, RS, por volta das 15h50min (UTC), a fim de realizar voo privado, com 01 piloto e 02 passageiros a bordo.Durante a decolagem houve o toque da cauda da aeronave sobre a pista.",PPJBE,TPP,BCP SERVIÇOS AUXILIARES DE TRANSPORTE AÉREO LTDA,ARC,Decolagem,Voo Privado,Leve,,,,,,,,,,1.0,2.0,,,,500-S,7.0,TWIN COMMANDER,"-27,1667 -48,6217"
10994,NO LIMITS TAXI AEREO LTDA,Incidente,08/06/2022,BRASÍLIA,DF,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,"A aeronave decolaria do Aeródromo Presidente Juscelino Kubitschek (SBBR), Brasília, DF, com destino ao Aeródromo da Pampulha - Carlos Drummond de Andrade (SBBH), Belo Horizonte, MG, com a intenção de realizar um voo de transporte de carga, com dois pilotos a bordo. Durante a corrida de decolagem, o piloto identificou anormalidade no funcionamento e perda de potência no motor esquerdo e abortou a decolagem. Após o corte preventivo do motor, a aeronave taxiou normalmente até o hangar de manutenção.",PTVLX,TPX,NO LIMITS TAXI AEREO LTDA,SCF-PP,Decolagem,Táxi Aéreo,Nenhum,,,,,,,,,,2.0,,,,,EMB-820C CARAJA,8.0,EMBRAER,"-15,8793 -47,9188"
10997,AZUL,Incidente,20/06/2022,CAMPINAS,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do aeródromo Viracopos (SBKP), Campinas, SP, com destino ao aeródromo Santa Genoveva (SBGO), Goiânia, GO, com 02 (dois) tripulantes a bordo, a fim de realizar transporte aéreo público regular. Durante a decolagem, a aeronave apresentou falha no sistema de monitoramento do trem de pouso. Após a execução dos procedimentos previstos em manual, a tripulação decidiu retornar ao aeródromo de origem, onde pousou sem maiores intercorrências.",PRAXZ,TPR,AZUL LINHAS AEREAS BRASILEIRAS S.A,SCF-NP,Decolagem,Voo Regular,Nenhum,,,,,,,,,,2.0,,,,,ERJ 190-200 LR,125.0,EMBRAER,"-23,0069 -47,1344"
10998,TOTAL,Incidente,22/07/2022,RIO DE JANEIRO,RJ,Sudeste,COLISÃO COM AVE,"A aeronave decolou do aeródromo Antônio Carlos Jobim (SBGL), Rio de Janeiro, RJ, com destino ao aeródromo Eurico de Aguiar Salles (SBVT), Vitória, ES, a fim de realizar transporte aéreo público regular. Durante a decolagem, a aeronave colidiu contra pássaros. A aeronave retornou ao aeródromo de origem.",PRTTO,TPR,TOTAL LINHAS AEREAS S.A,BIRD,Decolagem,Voo Regular,Nenhum,,,,,,,,,,1.0,,,,,727-2M7,3.0,BOEING COMPANY,"-22,81 -43,2506"
10999,TAM LINHAS AÉREAS S/A,Incidente,25/06/2022,BRASÍLIA,DF,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do aeródromo Governador André Franco Montoro (SBGR), Guarulhos, SP, com destino ao aeródromo Eduardo Gomes (SBEG), Manaus, AM, com 10 (dez) tripulantes e com 274 (duzentos e setenta e quatro) passageiros a fim de realizar transporte aéreo publico regular. Durante a fase de cruzeiro, a aeronave apresentou falha no sistema de aquecimento do para-brisa direito. A tripulação alternou para o aeródromo Presidente Juscelino Kubitschek (SBBR), onde pousou sem maiores intercorrências.",PTMUD,TPR,TAM LINHAS AÉREAS S/A,SCF-NP,Cruzeiro,Voo Regular,Nenhum,,,,,,,,,,10.0,274.0,,,,777-32WER,430.0,BOEING COMPANY,"-15,8711 -47,9186"
11000,RIMA RIO MADEIRA AEROTAXI LTDA,Incidente,06/08/2022,RONDONÓPOLIS,MT,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,"A aeronave decolou do Aeródromo de Congonhas (SBSP), São Paulo, SP, com destino ao Aeródromo de Campo Grande (SBCG), por volta das 11h15min (UTC) a fim de realizar um voo de traslado de missão aeromédica, com dois pilotos e dois passageiros a bordo. O destino final seria o Aeródromo Governador Jorge Teixeira de Oliveira (SBPV), Porto Velho, RO. Considerando que a autonomia da aeronave permitia, a tripulação decidiu prosseguir diretamente para o Aeródromo Marechal Rondon (SBCY), Cuiabá, MT. Em determinado momento do trajeto, ocorreu uma falha do motor esquerdo causado por motivo desconhecido. A tripulação, então, realizou os itens de memória e os previstos em checklist e optaram por realizar um pouso monomotor no Aeródromo Maestro Marinho Franco (SBRD), Rondonópolis, MT, que ocorreu sem maiores intercorrências.",PTDIQ,TPX,RIMA RIO MADEIRA AEROTAXI LTDA,SCF-PP,Cruzeiro,Táxi Aéreo,Nenhum,,,,,,,,,,2.0,2.0,,,,B90,6.0,BEECH AIRCRAFT,"-16,5853 -54,7248"
11001,AZUL,Incidente,08/08/2022,RECIFE,PE,Nordeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do aeródromo Zumbi dos Palmares (SBMO), Maceió, AL, com destino ao aeródromo Gilberto Freyre (SBRF), Recife,PE, com 04 (quatro) tripulantes e 37 (trinta e sete) passageiros a bordo, a fim de realizar transporte aéreo público regular. Durante a aproximação, a aeronave apresentou mensagem de fogo a bordo. Após a execução de procedimentos previstos em manual, a aeronave pousou no aeródromo de destino sem maiores intercorrências.",PRAKC,TPR,AZUL LINHAS AEREAS BRASILEIRAS S.A,SCF-NP,Aproximação,Voo Regular,Nenhum,,,,,,,,,,4.0,37.0,,,,ATR-72-212A,75.0,ATR - GIE AVIONS DE TRANSPORT RÉGIONAL,"-8,12639 -34,9228"
11006,GOL LINHAS AÉREAS S.A.,Incidente,21/10/2022,GOIÂNIA,GO,Centro-Oeste,COLISÃO COM AVE,"A aeronave decolou do aeródromo Santa Genoveva (SBGO), Goiania,GO, com destino ao aeródromo Governador Franco Montoro (SBGR), Guarulhos, SP, com 06 (seis) tripulantes e 177 (cento e setenta e sete) passageiros a bordo, a fim de realizar transporte aéreo público regular. Durante a decolagem, a aeronave colidiu contra fauna no motor#2, ocasionando forte vibração. Após a execução de procedimentos previstos em manual, a tripulação decidiu retornar ao aeródromo de origem, onde pousou sem maiores intercorrências.",PRGYA,TPR,GOL LINHAS AÉREAS S.A.,BIRD,Decolagem,Voo Regular,Leve,,,,,,,,,,6.0,177.0,,,,737-8EH,196.0,BOEING COMPANY,"-16,3757 -49,1316"
11007,AMAZONAVES TAXI AEREO LTDA,Ocorrência Anormal,28/10/2022,NOVO ARIPUANÃ,AM,Norte,OUTROS,"A aeronave decolou do aeródromo de Flores (SWFN), Manaus, AM, com destino ao aeródromo da Pousada Acarí (SDU6), Novo Aripuanã, AM, com a finalidade de realizar um voo de transporte de passageiros, com dois tripulantes e nove passageiros a bordo. Durante a realização do taxi em SDU6 a aeronave atolou na pista.",PPAMV,M45,AMAZONAVES TAXI AEREO LTDA,OTHR,Táxi,Táxi Aéreo,Nenhum,,,,,,,,,,2.0,9.0,,,,208B,11.0,CESSNA AIRCRAFT,"-5,4638 -59,5539"
11008,AZUL,Incidente,15/10/2022,VÁRZEA GRANDE,MT,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do aeródromo de Viracopos (SBKP), Campinas,SP, com destino ao aeródromo Presidente João Batista Figueiredo (SBSI), Sinop, MT, com 06 (seis) tripulantes e 103 (cento e três) passageiros a bordo, a fim de realizar transporte aéreo público regular. Durante a fase de cruzeiro, a aeronave apresentou mensagem de HUD travel limitid. Após a execução de procedimentos previstos em manual, a tripulação decidiu alternar para o aeródromo Marechal Rondom (SBCY), Várzea Grande, MT, onde pousou sem maiores intercorrências.",PRYYG,TPR,AZUL LINHAS AEREAS BRASILEIRAS S.A,SCF-NP,Cruzeiro,Voo Regular,Nenhum,,,,,,,,,,6.0,103.0,,,,A320-251N,173.0,AIRBUS S.A.S.,"-15,39 -56,0703"
11009,LIDER TAXI AEREO�S A AIR BRASIL,Incidente,09/11/2022,SALVADOR,BA,Nordeste,OUTROS,"A aeronave decolou do heliponto da Plataforma de Manati (9PMM), Bacia de Camamu, BA, por volta das 12h50min (UTC), com destino ao Aeródromo Deputado Luís Eduardo Magalhães (SBSV), Salvador, BA, para transporte de passageiro, com dois pilotos e um passageiro a bordo. Durante a realização do pós-voo em SBSV, a equipe de manutenção reportou dano em uma das pás do rotor principal, provocado por objeto, com indícios de projétil de arma de fogo.",PRLDW,M05,LIDER TAXI AEREO S.A - AIR BRASIL,OTHR,Aproximação,Táxi Aéreo,Leve,,,,,,,,,,2.0,1.0,,,,S-76C,14.0,SIKORSKY AIRCRAFT,"-12,5431 -38,1921"
11010,CHUI AVIACAO AGRICOLA LTDA-ME,Acidente,16/11/2022,SANTA VITÓRIA DO PALMAR,RS,Sul,EXCURSÃO DE PISTA,"A aeronave decolou de um área de pouso para uso aeroagrícola, no município de Santa Vitória do Palmar, RS, aproximadamente às 16h00min (UTC), a fim de realizar voo local de pulverização agrícola, com um piloto a bordo. Durante a corrida de pouso, a aeronave perdeu o controle, saiu da pista pela lateral esquerda e bateu contra uma vala.",PTUFY,S11,CHUI AVIACAO AGRICOLA LTDA-ME,RE,Pouso,Operação Agrícola,Substancial,,,,,,,1.0,,,,,,,,EMB-201A,1.0,NEIVA,"-33,0945 -53,1311"
11011,ALEXANDRE DE MARCO,Acidente,04/11/2022,ITIQUIRA,MT,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,"A aeronave decolou, por volta das 18h00min (UTC), da área de pouso para uso aeroagrícola da Fazenda Ana Paula, Itiquira, MT, com um piloto a bordo, para realizar voo de pulverização. Após a realização de 06 (seis) tiros para aplicação de agrotóxicos, o piloto percebeu diminuição da rotação do motor e perda de potência. A aeronave realizou pouso forçado em uma área de plantação de soja, vindo a 'pilonar' e parar em posição de voo invertido.",PTUPE,TPP,ALEXANDRE DE MARCO,SCF-PP,Voo a baixa altura,Operação Agrícola,Substancial,,,,,,,1.0,,,,,,,,EMB-202,1.0,NEIVA,"-17,0057 -54,0654"
11012,ALEXANDRE DE MARCO,Acidente,04/11/2022,ITIQUIRA,MT,Centro-Oeste,OPERAÇÃO A BAIXA ALTITUDE,"A aeronave decolou, por volta das 18h00min (UTC), da área de pouso para uso aeroagrícola da Fazenda Ana Paula, Itiquira, MT, com um piloto a bordo, para realizar voo de pulverização. Após a realização de 06 (seis) tiros para aplicação de agrotóxicos, o piloto percebeu diminuição da rotação do motor e perda de potência. A aeronave realizou pouso forçado em uma área de plantação de soja, vindo a 'pilonar' e parar em posição de voo invertido.",PTUPE,TPP,ALEXANDRE DE MARCO,LALT,Voo a baixa altura,Operação Agrícola,Substancial,,,,,,,1.0,,,,,,,,EMB-202,1.0,NEIVA,"-17,0057 -54,0654"
11014,FAMA AVIACAO AGRICOLA LTDA,Acidente,27/03/2022,GUARANI D'OESTE,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,"A aeronave decolava da área de pouso para uso aeroagrícola (APUA) da Fazenda Boa Sorte (ZZZZ), Guarani D'Oeste, SP, por volta das 10h00min (UTC), a fim de realizar voo local de aplicação de defensivos agrícolas, com um piloto a bordo. Durante a decolagem, ainda sobre a pista, a aeronave apresentou perda de potência, vindo a pousar em frente. Durante a desaceleração no prolongamento da pista, a aeronave pilonou.",PTVXY,S05,FAMA AVIACAO AGRICOLA LTDA,SCF-PP,Decolagem,Operação Agrícola,Substancial,,,,,,,,,,1.0,,,,,EMB-202A,1.0,EMBRAER,"-20,1069 -50,3742"
11015,FAMA AVIACAO AGRICOLA LTDA,Acidente,27/03/2022,GUARANI D'OESTE,SP,Sudeste,EXCURSÃO DE PISTA,"A aeronave decolava da área de pouso para uso aeroagrícola (APUA) da Fazenda Boa Sorte (ZZZZ), Guarani D'Oeste, SP, por volta das 10h00min (UTC), a fim de realizar voo local de aplicação de defensivos agrícolas, com um piloto a bordo. Durante a decolagem, ainda sobre a pista, a aeronave apresentou perda de potência, vindo a pousar em frente. Durante a desaceleração no prolongamento da pista, a aeronave pilonou.",PTVXY,S05,FAMA AVIACAO AGRICOLA LTDA,RE,Decolagem,Operação Agrícola,Substancial,,,,,,,,,,1.0,,,,,EMB-202A,1.0,EMBRAER,"-20,1069 -50,3742"
11027,NATAL ESCOLA DE AVIACAO CIVIL LTDA,Acidente,04/12/2022,NÍSIA FLORESTA ,RN,Nordeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,"A aeronave decolou do Aeródromo Clube Estância Ouro Verde (SNWE), Santa Rita, PB, por volta das 13h20min (UTC), com destino ao Aeródromo Severino Lopes (SJBX), São José de Mipibu, RN, a fim de realizar voo de instrução, com um piloto instrutor e um piloto aluno a bordo.Próximo ao destino, a aeronave apresentou falha no motor e a tripulação optou por um pouso de emergência em uma plantação de cana de açúcar. A aeronave pilonou após o toque.",PTDUQ,PRI,NATAL ESCOLA DE AVIACAO CIVIL LTDA,SCF-PP,Aproximação,Voo de Instrução,Substancial,,,,,,,,,,2.0,,,,,150G,2.0,CESSNA AIRCRAFT,"-6,0332 -35,1152"
